ACCOUNT: 
TechSpec Version: 2.0 
Customisation Date: 2026-07-22 
Scan Version: 2.0
FQDN:afs-vm-eastus-elastic-az1-ml-p01.jphjhwchgmwurgklsgogdo0e3h.bx.internal.cloudapp.net 
IP-ADDRESS:192.168.0.7/26 
OS-NAME: RedHatLinux9.8 
Scan-Date: 2026-07-22
Time-Stamp: 08:53:06
********************************************************
SECTION-ID|SECTION-HEADING|SYSTEM-VALUE/PARAMETER|CURRENT-VALUE|TEST-RESULT
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.41 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.40 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.38 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.37 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.35 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.34 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.33 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.31 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.30 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.29 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.28 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.27 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.25 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.24 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.23 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.21 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.16 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.14 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.11 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.9 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.4 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.2 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.145 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.120 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.72 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.70 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.15 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.7 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.125 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.95 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.92 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.91 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.89 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.68 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.66 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.36 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.32 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.22 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.19 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.17 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.13 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.3 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.1 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.149 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.119 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.88 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.86 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.84 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.67 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.53 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.20 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.18 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.10 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.8 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.137 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.124 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.123 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.122 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.121 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.83 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.81 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.71 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.39 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.12 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.5 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.140 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.138 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.131 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.153 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.141 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.128 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.127 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.126 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.98 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log 600 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.130 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.129 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.64 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.50 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.47 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.26 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.6 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.136 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.133 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.132 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.51 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.46 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.42 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.157 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.142 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.139 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.135 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.134 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.118 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.117 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.116 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.115 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.114 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.113 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.112 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.111 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.110 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.109 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.108 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.107 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.106 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.105 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.104 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.103 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.102 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.101 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.159 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.156 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.152 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.148 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.146 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.144 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.182 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.176 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.173 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.170 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.169 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.167 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.163 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.158 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.155 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.143 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.179 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.177 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.175 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.168 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.165 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.160 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.154 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.151 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.181 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.178 400 are correct|Yes
